"year","state_abb","nevent","ncasualties","mean_ncasualties","perp_known_to_victim","firearm","incident_type","num_killed_sel","pop"
1984,"USA",15012,15633,1.04136690647482,"no_sel","no_sel","no_sel","no_sel",235955196
1985,"USA",15190,15867,1.04456879526004,"no_sel","no_sel","no_sel","no_sel",238116263
1986,"USA",16854,17537,1.04052450456865,"no_sel","no_sel","no_sel","no_sel",240297079
1987,"USA",15674,16347,1.04293734847518,"no_sel","no_sel","no_sel","no_sel",242487990
1988,"USA",17022,17700,1.03983080719069,"no_sel","no_sel","no_sel","no_sel",244769449
1989,"USA",17422,18161,1.04241763287797,"no_sel","no_sel","no_sel","no_sel",247158528
1990,"USA",18571,19386,1.04388562812988,"no_sel","no_sel","no_sel","no_sel",248922111
1991,"USA",19935,20750,1.04088286932531,"no_sel","no_sel","no_sel","no_sel",253088068
1992,"USA",19828,20806,1.04932418801695,"no_sel","no_sel","no_sel","no_sel",256606463
1993,"USA",20342,21289,1.04655392783404,"no_sel","no_sel","no_sel","no_sel",260024637
1994,"USA",19669,20621,1.04840103716508,"no_sel","no_sel","no_sel","no_sel",263241475
1995,"USA",17440,18318,1.05034403669725,"no_sel","no_sel","no_sel","no_sel",266386596
1996,"USA",15800,16560,1.04810126582278,"no_sel","no_sel","no_sel","no_sel",269540779
1997,"USA",14720,15475,1.05129076086957,"no_sel","no_sel","no_sel","no_sel",272776678
1998,"USA",13556,14206,1.04794924756565,"no_sel","no_sel","no_sel","no_sel",276032848
1999,"USA",12408,13121,1.05746292714378,"no_sel","no_sel","no_sel","no_sel",279040168
2000,"USA",12610,13233,1.04940523394132,"no_sel","no_sel","no_sel","no_sel",281421906
2001,"USA",13185,13879,1.05263557072431,"no_sel","no_sel","no_sel","no_sel",284968955
2002,"USA",13551,14344,1.05851966644528,"no_sel","no_sel","no_sel","no_sel",287625193
2003,"USA",13685,14530,1.06174643770552,"no_sel","no_sel","no_sel","no_sel",290107933
2004,"USA",13493,14218,1.05373156451493,"no_sel","no_sel","no_sel","no_sel",292805298
2005,"USA",13960,14759,1.05723495702006,"no_sel","no_sel","no_sel","no_sel",295516599
2006,"USA",14184,14966,1.05513254371122,"no_sel","no_sel","no_sel","no_sel",298379912
2007,"USA",14023,14780,1.0539827426371,"no_sel","no_sel","no_sel","no_sel",301231207
2008,"USA",13407,14148,1.05526963526516,"no_sel","no_sel","no_sel","no_sel",304093966
2009,"USA",12846,13622,1.06040790907676,"no_sel","no_sel","no_sel","no_sel",306771529
2010,"USA",12401,13098,1.05620514474639,"no_sel","no_sel","no_sel","no_sel",308745538
2011,"USA",12209,12961,1.06159390613482,"no_sel","no_sel","no_sel","no_sel",311591917
2012,"USA",12434,13219,1.06313334405662,"no_sel","no_sel","no_sel","no_sel",313914040
2013,"USA",11870,12614,1.06267902274642,"no_sel","no_sel","no_sel","no_sel",316128839
2014,"USA",11840,12490,1.05489864864865,"no_sel","no_sel","no_sel","no_sel",318857056
2015,"USA",12899,13744,1.06550895418249,"no_sel","no_sel","no_sel","no_sel",321418820
2016,"USA",14177,15094,1.06468223178388,"no_sel","no_sel","no_sel","no_sel",323127513
2017,"USA",14263,15250,1.06920002804459,"no_sel","no_sel","no_sel","no_sel",325719178
1984,"USA",6492,6652,1.02464571780653,"no_sel","no_sel","arguments","no_sel",235955196
1985,"USA",6438,6629,1.02966759863312,"no_sel","no_sel","arguments","no_sel",238116263
1986,"USA",6860,7040,1.02623906705539,"no_sel","no_sel","arguments","no_sel",240297079
1987,"USA",6201,6373,1.02773746169973,"no_sel","no_sel","arguments","no_sel",242487990
1988,"USA",6308,6448,1.02219403931516,"no_sel","no_sel","arguments","no_sel",244769449
1989,"USA",6754,6942,1.02783535682558,"no_sel","no_sel","arguments","no_sel",247158528
1990,"USA",6920,7192,1.0393063583815,"no_sel","no_sel","arguments","no_sel",248922111
1991,"USA",6986,7179,1.0276266819353,"no_sel","no_sel","arguments","no_sel",253088068
1992,"USA",6853,7126,1.03983656792646,"no_sel","no_sel","arguments","no_sel",256606463
1993,"USA",6845,7107,1.03827611395179,"no_sel","no_sel","arguments","no_sel",260024637
1994,"USA",6294,6503,1.0332062281538,"no_sel","no_sel","arguments","no_sel",263241475
1995,"USA",5466,5664,1.03622392974753,"no_sel","no_sel","arguments","no_sel",266386596
1996,"USA",5074,5284,1.04138746551045,"no_sel","no_sel","arguments","no_sel",269540779
1997,"USA",4753,4953,1.04207868714496,"no_sel","no_sel","arguments","no_sel",272776678
1998,"USA",4542,4717,1.03852928225451,"no_sel","no_sel","arguments","no_sel",276032848
1999,"USA",3847,4010,1.04237067845074,"no_sel","no_sel","arguments","no_sel",279040168
2000,"USA",3855,4010,1.0402075226978,"no_sel","no_sel","arguments","no_sel",281421906
2001,"USA",3798,3977,1.04713006845708,"no_sel","no_sel","arguments","no_sel",284968955
2002,"USA",3773,3955,1.04823747680891,"no_sel","no_sel","arguments","no_sel",287625193
2003,"USA",3981,4161,1.04521477015825,"no_sel","no_sel","arguments","no_sel",290107933
2004,"USA",3919,4079,1.04082674151569,"no_sel","no_sel","arguments","no_sel",292805298
2005,"USA",3774,3968,1.05140434552199,"no_sel","no_sel","arguments","no_sel",295516599
2006,"USA",3686,3812,1.03418339663592,"no_sel","no_sel","arguments","no_sel",298379912
2007,"USA",3696,3852,1.04220779220779,"no_sel","no_sel","arguments","no_sel",301231207
2008,"USA",3604,3760,1.04328523862375,"no_sel","no_sel","arguments","no_sel",304093966
2009,"USA",3449,3599,1.04349086691795,"no_sel","no_sel","arguments","no_sel",306771529
2010,"USA",3389,3537,1.04367069932133,"no_sel","no_sel","arguments","no_sel",308745538
2011,"USA",3296,3477,1.05491504854369,"no_sel","no_sel","arguments","no_sel",311591917
2012,"USA",3197,3365,1.05254926493588,"no_sel","no_sel","arguments","no_sel",313914040
2013,"USA",2927,3091,1.05603006491288,"no_sel","no_sel","arguments","no_sel",316128839
2014,"USA",2950,3089,1.0471186440678,"no_sel","no_sel","arguments","no_sel",318857056
2015,"USA",3181,3317,1.04275385099025,"no_sel","no_sel","arguments","no_sel",321418820
2016,"USA",3347,3529,1.05437705407828,"no_sel","no_sel","arguments","no_sel",323127513
2017,"USA",3371,3549,1.05280332245624,"no_sel","no_sel","arguments","no_sel",325719178
1984,"USA",4365,4635,1.06185567010309,"no_sel","no_sel","crime_related","no_sel",235955196
1985,"USA",4559,4884,1.07128756306208,"no_sel","no_sel","crime_related","no_sel",238116263
1986,"USA",5514,5840,1.05912223431266,"no_sel","no_sel","crime_related","no_sel",240297079
1987,"USA",4855,5215,1.07415036045314,"no_sel","no_sel","crime_related","no_sel",242487990
1988,"USA",5483,5842,1.0654751048696,"no_sel","no_sel","crime_related","no_sel",244769449
1989,"USA",5856,6229,1.06369535519126,"no_sel","no_sel","crime_related","no_sel",247158528
1990,"USA",6302,6680,1.0599809584259,"no_sel","no_sel","crime_related","no_sel",248922111
1991,"USA",7032,7428,1.05631399317406,"no_sel","no_sel","crime_related","no_sel",253088068
1992,"USA",6917,7352,1.06288853549227,"no_sel","no_sel","crime_related","no_sel",256606463
1993,"USA",7035,7461,1.06055437100213,"no_sel","no_sel","crime_related","no_sel",260024637
1994,"USA",6962,7417,1.0653547831083,"no_sel","no_sel","crime_related","no_sel",263241475
1995,"USA",6163,6554,1.06344312834658,"no_sel","no_sel","crime_related","no_sel",266386596
1996,"USA",5125,5445,1.06243902439024,"no_sel","no_sel","crime_related","no_sel",269540779
1997,"USA",4587,4906,1.06954436450839,"no_sel","no_sel","crime_related","no_sel",272776678
1998,"USA",4256,4542,1.0671992481203,"no_sel","no_sel","crime_related","no_sel",276032848
1999,"USA",4281,4586,1.07124503620649,"no_sel","no_sel","crime_related","no_sel",279040168
2000,"USA",4238,4524,1.06748466257669,"no_sel","no_sel","crime_related","no_sel",281421906
2001,"USA",4385,4658,1.06225769669327,"no_sel","no_sel","crime_related","no_sel",284968955
2002,"USA",4588,4954,1.07977332170881,"no_sel","no_sel","crime_related","no_sel",287625193
2003,"USA",4358,4744,1.08857273978889,"no_sel","no_sel","crime_related","no_sel",290107933
2004,"USA",4145,4408,1.06344993968637,"no_sel","no_sel","crime_related","no_sel",292805298
2005,"USA",4142,4445,1.07315306615162,"no_sel","no_sel","crime_related","no_sel",295516599
2006,"USA",4812,5135,1.06712385702411,"no_sel","no_sel","crime_related","no_sel",298379912
2007,"USA",4294,4597,1.0705635770843,"no_sel","no_sel","crime_related","no_sel",301231207
2008,"USA",4163,4456,1.07038193610377,"no_sel","no_sel","crime_related","no_sel",304093966
2009,"USA",4040,4353,1.07747524752475,"no_sel","no_sel","crime_related","no_sel",306771529
2010,"USA",3858,4139,1.07283566614826,"no_sel","no_sel","crime_related","no_sel",308745538
2011,"USA",3404,3662,1.07579318448884,"no_sel","no_sel","crime_related","no_sel",311591917
2012,"USA",3680,3957,1.07527173913043,"no_sel","no_sel","crime_related","no_sel",313914040
2013,"USA",3547,3806,1.07301945305892,"no_sel","no_sel","crime_related","no_sel",316128839
2014,"USA",3403,3609,1.06053482221569,"no_sel","no_sel","crime_related","no_sel",318857056
2015,"USA",3534,3809,1.07781550650821,"no_sel","no_sel","crime_related","no_sel",321418820
2016,"USA",3910,4220,1.07928388746803,"no_sel","no_sel","crime_related","no_sel",323127513
2017,"USA",3962,4245,1.07142857142857,"no_sel","no_sel","crime_related","no_sel",325719178
1984,"USA",298,299,1.00335570469799,"no_sel","no_sel","felon_killed_by_police","no_sel",235955196
1985,"USA",289,289,1,"no_sel","no_sel","felon_killed_by_police","no_sel",238116263
1986,"USA",267,272,1.0187265917603,"no_sel","no_sel","felon_killed_by_police","no_sel",240297079
1987,"USA",268,271,1.01119402985075,"no_sel","no_sel","felon_killed_by_police","no_sel",242487990
1988,"USA",331,334,1.00906344410876,"no_sel","no_sel","felon_killed_by_police","no_sel",244769449
1989,"USA",342,343,1.00292397660819,"no_sel","no_sel","felon_killed_by_police","no_sel",247158528
1990,"USA",362,368,1.01657458563536,"no_sel","no_sel","felon_killed_by_police","no_sel",248922111
1991,"USA",343,351,1.02332361516035,"no_sel","no_sel","felon_killed_by_police","no_sel",253088068
1992,"USA",382,385,1.00785340314136,"no_sel","no_sel","felon_killed_by_police","no_sel",256606463
1993,"USA",431,433,1.0046403712297,"no_sel","no_sel","felon_killed_by_police","no_sel",260024637
1994,"USA",423,426,1.00709219858156,"no_sel","no_sel","felon_killed_by_police","no_sel",263241475
1995,"USA",360,362,1.00555555555556,"no_sel","no_sel","felon_killed_by_police","no_sel",266386596
1996,"USA",338,341,1.00887573964497,"no_sel","no_sel","felon_killed_by_police","no_sel",269540779
1997,"USA",342,347,1.01461988304094,"no_sel","no_sel","felon_killed_by_police","no_sel",272776678
1998,"USA",365,365,1,"no_sel","no_sel","felon_killed_by_police","no_sel",276032848
1999,"USA",295,299,1.0135593220339,"no_sel","no_sel","felon_killed_by_police","no_sel",279040168
2000,"USA",304,305,1.00328947368421,"no_sel","no_sel","felon_killed_by_police","no_sel",281421906
2001,"USA",362,369,1.01933701657459,"no_sel","no_sel","felon_killed_by_police","no_sel",284968955
2002,"USA",326,326,1,"no_sel","no_sel","felon_killed_by_police","no_sel",287625193
2003,"USA",360,365,1.01388888888889,"no_sel","no_sel","felon_killed_by_police","no_sel",290107933
2004,"USA",359,361,1.00557103064067,"no_sel","no_sel","felon_killed_by_police","no_sel",292805298
2005,"USA",333,335,1.00600600600601,"no_sel","no_sel","felon_killed_by_police","no_sel",295516599
2006,"USA",369,372,1.00813008130081,"no_sel","no_sel","felon_killed_by_police","no_sel",298379912
2007,"USA",363,369,1.01652892561983,"no_sel","no_sel","felon_killed_by_police","no_sel",301231207
2008,"USA",360,362,1.00555555555556,"no_sel","no_sel","felon_killed_by_police","no_sel",304093966
2009,"USA",387,390,1.0077519379845,"no_sel","no_sel","felon_killed_by_police","no_sel",306771529
2010,"USA",373,378,1.01340482573727,"no_sel","no_sel","felon_killed_by_police","no_sel",308745538
2011,"USA",376,379,1.00797872340426,"no_sel","no_sel","felon_killed_by_police","no_sel",311591917
2012,"USA",409,414,1.01222493887531,"no_sel","no_sel","felon_killed_by_police","no_sel",313914040
2013,"USA",440,444,1.00909090909091,"no_sel","no_sel","felon_killed_by_police","no_sel",316128839
2014,"USA",424,427,1.00707547169811,"no_sel","no_sel","felon_killed_by_police","no_sel",318857056
2015,"USA",427,434,1.01639344262295,"no_sel","no_sel","felon_killed_by_police","no_sel",321418820
2016,"USA",388,394,1.01546391752577,"no_sel","no_sel","felon_killed_by_police","no_sel",323127513
2017,"USA",387,387,1,"no_sel","no_sel","felon_killed_by_police","no_sel",325719178
1984,"USA",229,232,1.01310043668122,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",235955196
1985,"USA",241,242,1.00414937759336,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",238116263
1986,"USA",255,263,1.03137254901961,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",240297079
1987,"USA",228,228,1,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",242487990
1988,"USA",224,227,1.01339285714286,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",244769449
1989,"USA",263,270,1.02661596958175,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",247158528
1990,"USA",320,324,1.0125,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",248922111
1991,"USA",317,325,1.02523659305994,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",253088068
1992,"USA",330,335,1.01515151515152,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",256606463
1993,"USA",338,339,1.00295857988166,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",260024637
1994,"USA",323,331,1.02476780185759,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",263241475
1995,"USA",245,248,1.01224489795918,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",266386596
1996,"USA",244,249,1.02049180327869,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",269540779
1997,"USA",263,267,1.01520912547529,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",272776678
1998,"USA",189,194,1.02645502645503,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",276032848
1999,"USA",184,187,1.01630434782609,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",279040168
2000,"USA",156,157,1.00641025641026,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",281421906
2001,"USA",213,214,1.00469483568075,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",284968955
2002,"USA",215,221,1.02790697674419,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",287625193
2003,"USA",227,237,1.04405286343612,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",290107933
2004,"USA",211,215,1.01895734597156,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",292805298
2005,"USA",183,186,1.01639344262295,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",295516599
2006,"USA",225,232,1.03111111111111,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",298379912
2007,"USA",238,243,1.02100840336134,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",301231207
2008,"USA",232,235,1.01293103448276,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",304093966
2009,"USA",242,247,1.02066115702479,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",306771529
2010,"USA",266,272,1.02255639097744,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",308745538
2011,"USA",251,257,1.02390438247012,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",311591917
2012,"USA",288,294,1.02083333333333,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",313914040
2013,"USA",264,273,1.03409090909091,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",316128839
2014,"USA",260,264,1.01538461538462,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",318857056
2015,"USA",304,311,1.02302631578947,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",321418820
2016,"USA",295,301,1.02033898305085,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",323127513
2017,"USA",311,323,1.03858520900322,"no_sel","no_sel","felon_killed_by_private_citizen","no_sel",325719178
1984,"USA",49,49,1,"no_sel","no_sel","institutional","no_sel",235955196
1985,"USA",43,43,1,"no_sel","no_sel","institutional","no_sel",238116263
1986,"USA",40,40,1,"no_sel","no_sel","institutional","no_sel",240297079
1987,"USA",22,22,1,"no_sel","no_sel","institutional","no_sel",242487990
1988,"USA",24,24,1,"no_sel","no_sel","institutional","no_sel",244769449
1989,"USA",19,21,1.10526315789474,"no_sel","no_sel","institutional","no_sel",247158528
1990,"USA",14,14,1,"no_sel","no_sel","institutional","no_sel",248922111
1991,"USA",17,17,1,"no_sel","no_sel","institutional","no_sel",253088068
1992,"USA",18,18,1,"no_sel","no_sel","institutional","no_sel",256606463
1993,"USA",15,15,1,"no_sel","no_sel","institutional","no_sel",260024637
1994,"USA",13,14,1.07692307692308,"no_sel","no_sel","institutional","no_sel",263241475
1995,"USA",27,28,1.03703703703704,"no_sel","no_sel","institutional","no_sel",266386596
1996,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",269540779
1997,"USA",18,19,1.05555555555556,"no_sel","no_sel","institutional","no_sel",272776678
1998,"USA",15,15,1,"no_sel","no_sel","institutional","no_sel",276032848
1999,"USA",11,11,1,"no_sel","no_sel","institutional","no_sel",279040168
2000,"USA",10,10,1,"no_sel","no_sel","institutional","no_sel",281421906
2001,"USA",6,8,1.33333333333333,"no_sel","no_sel","institutional","no_sel",284968955
2002,"USA",12,12,1,"no_sel","no_sel","institutional","no_sel",287625193
2003,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",290107933
2004,"USA",17,17,1,"no_sel","no_sel","institutional","no_sel",292805298
2005,"USA",12,12,1,"no_sel","no_sel","institutional","no_sel",295516599
2006,"USA",22,22,1,"no_sel","no_sel","institutional","no_sel",298379912
2007,"USA",11,11,1,"no_sel","no_sel","institutional","no_sel",301231207
2008,"USA",15,15,1,"no_sel","no_sel","institutional","no_sel",304093966
2009,"USA",11,11,1,"no_sel","no_sel","institutional","no_sel",306771529
2010,"USA",16,16,1,"no_sel","no_sel","institutional","no_sel",308745538
2011,"USA",22,22,1,"no_sel","no_sel","institutional","no_sel",311591917
2012,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",313914040
2013,"USA",15,15,1,"no_sel","no_sel","institutional","no_sel",316128839
2014,"USA",17,17,1,"no_sel","no_sel","institutional","no_sel",318857056
2015,"USA",24,24,1,"no_sel","no_sel","institutional","no_sel",321418820
2016,"USA",16,17,1.0625,"no_sel","no_sel","institutional","no_sel",323127513
2017,"USA",13,13,1,"no_sel","no_sel","institutional","no_sel",325719178
1984,"USA",196,202,1.03061224489796,"no_sel","no_sel","negligence","no_sel",235955196
1985,"USA",202,208,1.02970297029703,"no_sel","no_sel","negligence","no_sel",238116263
1986,"USA",215,235,1.09302325581395,"no_sel","no_sel","negligence","no_sel",240297079
1987,"USA",224,230,1.02678571428571,"no_sel","no_sel","negligence","no_sel",242487990
1988,"USA",219,227,1.0365296803653,"no_sel","no_sel","negligence","no_sel",244769449
1989,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",247158528
1990,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",248922111
1991,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",253088068
1992,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",256606463
1993,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",260024637
1994,"USA",249,253,1.01606425702811,"no_sel","no_sel","negligence","no_sel",263241475
1995,"USA",215,224,1.04186046511628,"no_sel","no_sel","negligence","no_sel",266386596
1996,"USA",200,204,1.02,"no_sel","no_sel","negligence","no_sel",269540779
1997,"USA",229,232,1.01310043668122,"no_sel","no_sel","negligence","no_sel",272776678
1998,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",276032848
1999,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",279040168
2000,"USA",141,142,1.00709219858156,"no_sel","no_sel","negligence","no_sel",281421906
2001,"USA",0,0,0,"no_sel","no_sel","negligence","no_sel",284968955
2002,"USA",185,191,1.03243243243243,"no_sel","no_sel","negligence","no_sel",287625193
2003,"USA",175,179,1.02285714285714,"no_sel","no_sel","negligence","no_sel",290107933
2004,"USA",172,185,1.07558139534884,"no_sel","no_sel","negligence","no_sel",292805298
2005,"USA",153,154,1.00653594771242,"no_sel","no_sel","negligence","no_sel",295516599
2006,"USA",169,171,1.01183431952663,"no_sel","no_sel","negligence","no_sel",298379912
2007,"USA",195,206,1.05641025641026,"no_sel","no_sel","negligence","no_sel",301231207
2008,"USA",176,186,1.05681818181818,"no_sel","no_sel","negligence","no_sel",304093966
2009,"USA",237,240,1.0126582278481,"no_sel","no_sel","negligence","no_sel",306771529
2010,"USA",174,179,1.02873563218391,"no_sel","no_sel","negligence","no_sel",308745538
2011,"USA",169,170,1.00591715976331,"no_sel","no_sel","negligence","no_sel",311591917
2012,"USA",179,185,1.03351955307263,"no_sel","no_sel","negligence","no_sel",313914040
2013,"USA",172,179,1.0406976744186,"no_sel","no_sel","negligence","no_sel",316128839
2014,"USA",187,188,1.00534759358289,"no_sel","no_sel","negligence","no_sel",318857056
2015,"USA",179,183,1.02234636871508,"no_sel","no_sel","negligence","no_sel",321418820
2016,"USA",219,221,1.00913242009132,"no_sel","no_sel","negligence","no_sel",323127513
2017,"USA",236,241,1.02118644067797,"no_sel","no_sel","negligence","no_sel",325719178
1984,"USA",280,314,1.12142857142857,"no_sel","no_sel","other","no_sel",235955196
1985,"USA",198,212,1.07070707070707,"no_sel","no_sel","other","no_sel",238116263
1986,"USA",225,247,1.09777777777778,"no_sel","no_sel","other","no_sel",240297079
1987,"USA",243,260,1.06995884773663,"no_sel","no_sel","other","no_sel",242487990
1988,"USA",256,283,1.10546875,"no_sel","no_sel","other","no_sel",244769449
1989,"USA",291,303,1.04123711340206,"no_sel","no_sel","other","no_sel",247158528
1990,"USA",307,326,1.06188925081433,"no_sel","no_sel","other","no_sel",248922111
1991,"USA",304,353,1.16118421052632,"no_sel","no_sel","other","no_sel",253088068
1992,"USA",290,308,1.06206896551724,"no_sel","no_sel","other","no_sel",256606463
1993,"USA",236,246,1.04237288135593,"no_sel","no_sel","other","no_sel",260024637
1994,"USA",211,222,1.0521327014218,"no_sel","no_sel","other","no_sel",263241475
1995,"USA",185,203,1.0972972972973,"no_sel","no_sel","other","no_sel",266386596
1996,"USA",316,328,1.0379746835443,"no_sel","no_sel","other","no_sel",269540779
1997,"USA",294,312,1.06122448979592,"no_sel","no_sel","other","no_sel",272776678
1998,"USA",251,275,1.09561752988048,"no_sel","no_sel","other","no_sel",276032848
1999,"USA",264,307,1.16287878787879,"no_sel","no_sel","other","no_sel",279040168
2000,"USA",239,263,1.10041841004184,"no_sel","no_sel","other","no_sel",281421906
2001,"USA",405,448,1.10617283950617,"no_sel","no_sel","other","no_sel",284968955
2002,"USA",291,320,1.09965635738832,"no_sel","no_sel","other","no_sel",287625193
2003,"USA",301,332,1.10299003322259,"no_sel","no_sel","other","no_sel",290107933
2004,"USA",292,320,1.0958904109589,"no_sel","no_sel","other","no_sel",292805298
2005,"USA",365,400,1.0958904109589,"no_sel","no_sel","other","no_sel",295516599
2006,"USA",358,389,1.08659217877095,"no_sel","no_sel","other","no_sel",298379912
2007,"USA",393,432,1.09923664122137,"no_sel","no_sel","other","no_sel",301231207
2008,"USA",417,471,1.1294964028777,"no_sel","no_sel","other","no_sel",304093966
2009,"USA",399,447,1.1203007518797,"no_sel","no_sel","other","no_sel",306771529
2010,"USA",393,433,1.10178117048346,"no_sel","no_sel","other","no_sel",308745538
2011,"USA",434,481,1.10829493087558,"no_sel","no_sel","other","no_sel",311591917
2012,"USA",543,595,1.09576427255985,"no_sel","no_sel","other","no_sel",313914040
2013,"USA",536,587,1.09514925373134,"no_sel","no_sel","other","no_sel",316128839
2014,"USA",581,656,1.12908777969019,"no_sel","no_sel","other","no_sel",318857056
2015,"USA",649,729,1.12326656394453,"no_sel","no_sel","other","no_sel",321418820
2016,"USA",692,762,1.10115606936416,"no_sel","no_sel","other","no_sel",323127513
2017,"USA",694,797,1.14841498559078,"no_sel","no_sel","other","no_sel",325719178
1984,"USA",3103,3250,1.04737350950693,"no_sel","no_sel","undetermined","no_sel",235955196
1985,"USA",3220,3360,1.04347826086957,"no_sel","no_sel","undetermined","no_sel",238116263
1986,"USA",3478,3600,1.03507763082231,"no_sel","no_sel","undetermined","no_sel",240297079
1987,"USA",3633,3748,1.03165428020919,"no_sel","no_sel","undetermined","no_sel",242487990
1988,"USA",4177,4315,1.03303806559732,"no_sel","no_sel","undetermined","no_sel",244769449
1989,"USA",3897,4053,1.04003079291763,"no_sel","no_sel","undetermined","no_sel",247158528
1990,"USA",4346,4482,1.03129314312011,"no_sel","no_sel","undetermined","no_sel",248922111
1991,"USA",4936,5097,1.03261750405186,"no_sel","no_sel","undetermined","no_sel",253088068
1992,"USA",5038,5282,1.04843191742755,"no_sel","no_sel","undetermined","no_sel",256606463
1993,"USA",5442,5688,1.045203969129,"no_sel","no_sel","undetermined","no_sel",260024637
1994,"USA",5194,5455,1.05025028879476,"no_sel","no_sel","undetermined","no_sel",263241475
1995,"USA",4779,5035,1.05356769198577,"no_sel","no_sel","undetermined","no_sel",266386596
1996,"USA",4490,4696,1.04587973273942,"no_sel","no_sel","undetermined","no_sel",269540779
1997,"USA",4234,4439,1.0484175720359,"no_sel","no_sel","undetermined","no_sel",272776678
1998,"USA",3938,4098,1.04062976130015,"no_sel","no_sel","undetermined","no_sel",276032848
1999,"USA",3526,3721,1.05530346001134,"no_sel","no_sel","undetermined","no_sel",279040168
2000,"USA",3667,3822,1.04226888464685,"no_sel","no_sel","undetermined","no_sel",281421906
2001,"USA",4016,4205,1.04706175298805,"no_sel","no_sel","undetermined","no_sel",284968955
2002,"USA",4161,4365,1.04902667627974,"no_sel","no_sel","undetermined","no_sel",287625193
2003,"USA",4270,4499,1.0536299765808,"no_sel","no_sel","undetermined","no_sel",290107933
2004,"USA",4378,4633,1.05824577432618,"no_sel","no_sel","undetermined","no_sel",292805298
2005,"USA",4998,5259,1.05222088835534,"no_sel","no_sel","undetermined","no_sel",295516599
2006,"USA",4543,4833,1.06383447061413,"no_sel","no_sel","undetermined","no_sel",298379912
2007,"USA",4833,5070,1.04903786468032,"no_sel","no_sel","undetermined","no_sel",301231207
2008,"USA",4440,4663,1.05022522522523,"no_sel","no_sel","undetermined","no_sel",304093966
2009,"USA",4081,4335,1.06223964714531,"no_sel","no_sel","undetermined","no_sel",306771529
2010,"USA",3932,4144,1.05391658189217,"no_sel","no_sel","undetermined","no_sel",308745538
2011,"USA",4257,4513,1.06013624618276,"no_sel","no_sel","undetermined","no_sel",311591917
2012,"USA",4125,4396,1.06569696969697,"no_sel","no_sel","undetermined","no_sel",313914040
2013,"USA",3969,4219,1.06298815822625,"no_sel","no_sel","undetermined","no_sel",316128839
2014,"USA",4018,4240,1.05525136884022,"no_sel","no_sel","undetermined","no_sel",318857056
2015,"USA",4601,4937,1.07302760269507,"no_sel","no_sel","undetermined","no_sel",321418820
2016,"USA",5310,5650,1.06403013182674,"no_sel","no_sel","undetermined","no_sel",323127513
2017,"USA",5289,5695,1.07676309321233,"no_sel","no_sel","undetermined","no_sel",325719178
1984,"USA",6055,6267,1.03501238645747,"no_sel","no","no_sel","no_sel",235955196
1985,"USA",6185,6440,1.04122877930477,"no_sel","no","no_sel","no_sel",238116263
1986,"USA",6819,7064,1.03592902185071,"no_sel","no","no_sel","no_sel",240297079
1987,"USA",6329,6552,1.03523463422342,"no_sel","no","no_sel","no_sel",242487990
